gene type,max seq len,min seq len,mean seq len,median seq len,wmc similarity score,species represented
ZSCAN10,2601,1929,2170.2621268656717,2196.0,0.12496,386
ZMYND8,3861,3150,3506.0766410614524,3522.0,0.14205,420
RCOR3,1680,1341,1497.1733668341708,1485.0,0.2449,434
TRIM11,1407,1143,1283.4070278184481,1401,0.31015,381
ZNF644,3996,3978,3984.319306930693,3984.0,0.27162,438
JAK2,3417,3387,3396.422110552764,3396.0,0.34137,424
ZNF263,2190,2046,2054.0475,2052.0,0.27923,427
SREBF1,3645,3210,3410.644289450741,3444,0.15983,417
MED8,975,804,855.8970223325063,816.0,0.31088,439
FOXO3B,870,870,870,870.0,0.0,1
H1-6,672,621,636.3666666666667,639.0,0.24391,379
HES3,669,555,561.9810810810811,558.0,0.24557,400
FEZF1,1500,1272,1353.9248407643313,1317,0.25339,430
SMARCC2,3816,3378,3556.061160151324,3477.0,0.2902,431
MYBBP1A,4365,3987,4063.5396825396824,4053.0,0.16373,414
GTF3C3,2688,2643,2659.1832061068703,2658,0.28814,420
PCBD2,435,387,390.6395939086294,390.0,0.28313,420
CHCHD2,495,450,462.0541760722348,459,0.24566,399
PKM,1905,1371,1595.2668428005284,1593,0.16184,429
POU2F2,1806,1194,1419.070677781805,1401,0.2249,433
ZC3H6,3624,3558,3572.251968503937,3570.0,0.24423,412
TAF9,804,789,793.7235772357724,795,0.34673,392
ZBTB17,2478,2160,2339.160107334526,2409.0,0.20872,407
ZNF536,4263,3891,3912.8870967741937,3903.0,0.24928,396
ZNF81,2169,1980,2004.775641025641,2001.0,0.18133,346
ZNF543,2220,1785,1826.9652777777778,1815.0,0.1076,317
GTF2H2C,1188,1176,1185.2033898305085,1185,0.34515,366
EGLN2,1347,1215,1229.13,1221.0,0.22874,432
VEGFA,1335,486,873.5796064400715,951,0.18871,440
NFIC,1617,1212,1386.874055415617,1317.0,0.2044,384
CNOT4,2151,1710,1926.848148148148,1926.0,0.27901,437
TTF1,3240,1167,1930.1935914552737,1176,0.12695,426
FEM1A,2526,2004,2012.6504854368932,2007,0.2196,326
IRF3,1416,1215,1287.0446976336548,1281,0.25926,421
USP22,1581,1536,1557.4745308310992,1569.0,0.23636,413
ZNF487,792,615,651.4875,645.0,0.10494,219
TFDP3,1224,1215,1218.375,1218.0,0.0,39
ZNF418,2391,1758,1935.977411308204,2028.0,0.07532,416
NKX2-4,1200,1038,1082.056856187291,1077,0.20313,341
GTF2H2,1197,1176,1185.1142131979695,1185.0,0.3423,422
AATF,1737,1539,1636.4857530529173,1638.0,0.18594,436
MXI1,915,570,693.4721689059501,654,0.20937,443
MTA2,2040,1995,2004.234718826406,2004,0.33857,436
CCAR2,2856,2760,2770.3325242718447,2769.0,0.31076,442
ATXN7,3030,2241,2624.4243964421853,2685.0,0.14816,431
POLR3C,1662,1599,1605.7254408060453,1605,0.31265,428
HDGFL2,2106,1977,2030.3542780748662,2031.0,0.23055,406
NEDD8,276,240,243.23587223587222,243,0.31067,433
HES1,1128,837,844.106100795756,840,0.2436,399
BASP1,783,678,699.4944134078212,696.0,0.21021,384
H1-4,831,654,658.7335329341317,657.0,0.25985,349
GTF3A,1143,1089,1098.7633587786258,1095,0.28964,422
UBE3A,2733,2289,2518.139281828074,2565,0.12043,429
ELP2,2760,2259,2428.0248212031975,2439,0.16387,427
GTF3C1,6522,6252,6339.943298969072,6342.0,0.16754,417
PHF14,3093,2661,2765.910505836576,2844,0.16343,420
ZNF69,1941,1683,1731.0142067876875,1713,0.12297,252
SPIB,846,405,562.4675572519084,531.0,0.19461,436
DMBX1,1278,1128,1146.6362467866325,1149.0,0.22367,425
MYRFL,2796,2688,2724.2088607594937,2730.0,0.23304,416
ZC3H4,4047,3903,3924.2881355932204,3918.0,0.23405,390
ZNF534,2241,1968,2030.5346038114344,2028,0.08617,279
ZNF541,4251,4065,4138.585227272727,4131.0,0.16954,383
ZNF83,1836,1533,1577.0692913385826,1566,0.07658,341
NFIA,1695,1395,1522.0747518610422,1521.0,0.19159,437
GSX2,1098,900,914.6065573770492,912.0,0.23376,397
ZEB2,3765,2856,3478.7840392019602,3606,0.17713,445
IRF2BPL,3054,2382,2396.2810650887573,2388.0,0.21879,369
FOXK1,2463,2190,2214.7134670487108,2202,0.16871,376
RCOR1,1533,1443,1464.5497382198953,1461.0,0.19842,408
ZSCAN12,2016,1809,1847.4328767123288,1843.5,0.11716,318
ZNF214,1881,1815,1820.0316455696202,1818.0,0.2631,325
ZNF646,6696,5490,5540.738227146814,5526.0,0.1793,423
TRIM13,1272,1218,1230.2413366336634,1230.0,0.17376,440
AURKAIP1,639,591,599.65625,600.0,0.2163,415
TRIM66,4530,3639,3870.4978723404256,3750,0.14329,429
MEF2D,1635,1524,1550.156089193825,1543.5,0.24109,423
ZNF33A,2739,2088,2392.489898989899,2439.0,0.11821,335
MAFF,522,399,451.78846153846155,469.5,0.26524,369
NKX1-1,1428,1215,1248.4542253521126,1242.0,0.19594,316
MTERF4,1176,1137,1146.135593220339,1146.0,0.27879,380
ZNF768,1971,1524,1622.1041666666667,1620.0,0.12619,424
C6orf89,1092,723,944.957711442786,1044.0,0.16287,444
ZNF782,2730,2085,2138.985347985348,2115,0.11087,336
TRMT1,2091,1884,1943.173076923077,1953.0,0.21975,423
SSU72,600,576,585.4757033248081,585,0.27034,428
FBXL19,2136,1662,1929.138772077376,2022,0.20678,432
DEPDC4,1572,876,1179.75,919.5,0.2096,135
RHOXF2,1065,861,921.7815789473684,915.0,0.10902,264
CDKN2B,477,411,416.64166666666665,414.0,0.21748,390
BRD8,3822,3696,3716.881773399015,3708.0,0.26505,439
ACTN4,2820,2709,2728.7862796833774,2733,0.32156,431
CNOT6,1740,1665,1671.3814180929096,1671,0.33623,423
MSGN1,603,576,579.4416243654822,579.0,0.30855,421
AHR,3000,2502,2552.9962025316454,2550.0,0.15741,428
PAF1,1698,1449,1532.4089219330856,1527,0.24322,439
IRF1,1014,783,877.1466992665037,855,0.26639,448
ZNF485,1449,1311,1343.3902932254803,1338.0,0.10355,152
TFDP1,1248,1215,1230.374025974026,1230,0.31257,414
ZBTB8A,1338,1317,1323.516393442623,1323.0,0.32591,396
PRKCI,1848,1782,1790.5384615384614,1788.0,0.27868,435
NKX2-6,984,894,908.9745042492918,906,0.19582,382
EID2,1014,708,723.472027972028,711.0,0.17398,297
LOXL3,2280,1818,2056.943940643034,2091,0.22102,445
SCAND1,663,528,540.8112244897959,540.0,0.2032,418
ACTN2,2724,2580,2653.3973333333333,2682,0.27931,417
ZNF875,2394,1788,1928.4929936305732,1941,0.06394,297
PFDN5,513,459,466.9460476787955,468,0.27429,435
ZNF483,2403,2232,2289.7923076923075,2295.0,0.15111,406
ZNF800,2001,1983,1992.963503649635,1992,0.31662,438
IRF7,1677,1422,1520.8482384823849,1515,0.11418,336
PLAGL1,2229,1227,1326.645914396887,1389,0.13701,415
ZNF469,13599,11787,12144.296116504855,12087.0,0.09491,347
MIER3,1689,1458,1606.8526119402984,1650.0,0.20504,430
SFMBT1,2700,2592,2600.9553349875932,2598,0.3154,431
NAA15,2658,2589,2601.454767726161,2601.0,0.30583,435
LPIN3,2682,2553,2565.508793969849,2562.0,0.19891,422
PRAMEF20,1701,1419,1455.8373493975903,1452.0,0.12417,352
NFKBIZ,2286,1785,1943.571080422421,1863,0.14415,444
TTLL5,3891,3834,3861.7705735660847,3861.0,0.2465,428
PSPC1,1599,1563,1569.5227882037534,1569,0.3151,413
SUFU,1506,1293,1402.112387202625,1449,0.31084,437
GSK3B,1452,1254,1342.712890625,1299.0,0.31158,431
MTERF2,1446,1152,1156.8181818181818,1155.0,0.23865,424
NUP85,1998,1629,1810.8825,1833.0,0.21997,435
NOC2L,2361,2247,2266.641221374046,2262,0.19111,420
ZNF784,1356,963,972.7584269662922,969.0,0.2101,380
ATXN3,1164,870,995.1754385964912,975,0.19703,434
NIBAN2,2358,2190,2229.870320855615,2238.0,0.20635,408
POLR3G,699,666,670.2910447761194,669.0,0.3066,430
GRHL3,1965,1662,1795.812734082397,1818.0,0.18322,435
LBX2,666,570,594.9596122778676,594,0.18108,427
IRF2BP1,1911,1749,1756.2118644067796,1752.0,0.28855,383
DAXX,2442,1995,2117.059585492228,2091.0,0.16068,419
CTDSPL2,1401,1179,1289.9590570719604,1288.5,0.31259,440
POU1F1,966,870,912.3423312883435,945,0.2642,439
WDHD1,3450,3015,3213.1012987012987,3093.0,0.20419,423
ESX1,1344,1215,1258.027027027027,1239,0.1494,110
CSNK2A1,1218,1059,1113.9189001044206,1122,0.24081,443
FOXL2,1347,1107,1137.5922330097087,1131,0.19282,342
SOHLH1,1278,984,1100.5508021390374,1164,0.14439,329
CREBRF,1941,1911,1917.5528255528257,1917,0.33394,435
TRIM15,1497,1182,1326.0160427807486,1392,0.14723,341
MDFI,813,732,741.609375,738.0,0.25224,413
ZNF212,1623,1485,1493.3509234828496,1491,0.24265,414
ZNF267,2661,2214,2275.984872611465,2256.0,0.09677,207
ZNF587B,2481,1881,1927.432552954292,1902,0.11955,316
PAXIP1,3366,3192,3232.072602739726,3223.5,0.16451,399
MEF2B,1176,855,1016.7583333333333,1098.0,0.23525,409
SUMO1,477,297,321.17088607594934,303.0,0.27708,429
SND1,2781,2724,2730.5801526717555,2730,0.33566,422
BCL11A,2649,2313,2402.541065830721,2403,0.26913,427
ZNF780B,2919,2043,2275.1703932151117,2112,0.08446,309
SMARCD3,1467,1407,1429.61625,1432.5,0.26644,429
KRBA2,1512,1149,1339.407313997478,1377,0.13301,259
HES7,780,666,686.4338781575037,690,0.26263,376
H1-2,837,633,640.2352941176471,639.0,0.23776,361
ELP4,1686,1158,1308.3016322089227,1278,0.18679,427
PHF12,3096,2532,2785.673645320197,2806.5,0.32407,440
RBAK,2640,2142,2172.676470588235,2166.0,0.12121,409
PRKD1,2790,2727,2747.982644628099,2751.0,0.20453,434
ZNF532,4185,3867,3906.0393700787404,3903,0.28217,415
HCFC1,7011,6099,6242.476319350473,6240,0.20672,403
ZNF160,2724,2331,2445.3850559750067,2460,0.08931,339
ZIM2,1740,1578,1654.4200626959248,1659,0.10893,324
ZNF547,1623,1206,1298.7563076923077,1263.0,0.08511,404
ZNF85,2139,1668,1758.808888888889,1773,0.10353,311
CHAMP1,2880,2433,2459.689655172414,2445.0,0.17436,379
MTF1,2562,2238,2265.3382352941176,2259.0,0.2597,433
MAFB,1002,954,970.2459016393443,969.0,0.3176,397
NAB1,1494,1455,1462.2334630350194,1461,0.32397,418
C20orf194,3567,3519,3532.886842105263,3531.0,0.31283,408
CHD1L,2781,2235,2455.1364795918366,2452.5,0.14724,426
GATAD1,888,801,813.8338658146965,810,0.20854,342
ZNF786,2475,2088,2250.355353075171,2199.0,0.09572,358
ARNT2,2202,2109,2141.5607142857143,2151.0,0.25004,405
PDPK1,1701,1281,1483.8432122370937,1386,0.13698,427
GRHL1,1875,1848,1854.4285714285713,1854.0,0.32162,433
NRL,774,699,712.4695431472081,711.0,0.30493,425
DYNLL1,312,264,267.2671755725191,267,0.30461,416
CNOT2,1665,1614,1620.1140684410645,1620,0.35544,440
MED13L,6807,6609,6659.175460122699,6666,0.28003,441
PHTF2,2409,2061,2235.030088495575,2253,0.19081,432
HYAL2,1458,1419,1424.3455882352941,1422.0,0.21934,430
IRF5,1602,1233,1433.7396593673966,1506,0.18177,441
MIER1,1725,1101,1432.3831775700935,1452.0,0.19663,439
PRRX1,741,594,662.2793733681463,651,0.34786,411
NKX2-2,888,783,819.4307692307692,819.0,0.32195,420
SPZ1,1368,1281,1299.3059490084986,1293,0.21532,373
LPIN1,3078,2670,2786.331269349845,2793.0,0.11453,416
GTF2H4,1410,1380,1388.8308823529412,1389.0,0.30389,441
HOXA9,852,669,746.3320754716981,705,0.27868,426
MYCBP,360,306,309.56575682382135,309,0.31055,433
SMARCD1,1599,1416,1483.7463235294117,1465.5,0.32908,440
HES5,525,492,501.9298245614035,501.0,0.28614,378
BRIP1,3843,2976,3417.5032080659944,3534,0.1841,425
PHF10,1524,1122,1366.9525862068965,1359.0,0.21331,440
PARP15,2094,2025,2042.4642857142858,2037.0,0.12111,168
GTF3C5,1632,1368,1511.499574468085,1557,0.21279,426
RBM27,3243,3165,3184.9624060150377,3183,0.26254,431
ZNF18,1713,1641,1653.1195054945056,1650.0,0.19901,397
FAM170A,1152,837,952.9429787234043,993,0.18862,412
ZNF530,2157,1785,1846.6504819707247,1818,0.09173,377
ZBTB11,3342,3156,3164.012658227848,3162,0.25329,428
ZNF117,1794,1431,1475.5304268846503,1461,0.11663,361
ADAR,3963,3489,3609.7250673854446,3603,0.16504,415
PIH1D1,906,867,871.1450381679389,870,0.30773,421
CDK12,4548,4434,4462.765625,4470.0,0.22128,418
EXOSC9,1422,1266,1321.9666123778502,1320.0,0.23208,441
RARB,1362,1338,1344.0523690773068,1344,0.34613,432
MYCBP2,14412,13866,14085.550369685767,14040.0,0.18882,424
SNIP1,1293,1185,1195.3911917098446,1191.0,0.18818,421
ZSCAN16,1203,1038,1051.5467422096317,1044,0.25162,320
TRIM17,1479,1422,1431.6923076923076,1431,0.28911,351
EP400,9780,9363,9399.649076517151,9390,0.15525,411
TBR1,2187,2028,2048.046195652174,2046.0,0.33042,400
TRIM62,1443,1419,1425.0345821325648,1425,0.34659,376
CUX2,4587,4455,4517.34375,4521.0,0.19983,406
HIPK2,3630,2730,3283.905612244898,3513.0,0.23647,428
PARP9,2688,2127,2411.2826666666665,2481,0.12053,418
